SampleID,Cruise,Station,Latitude,Longitude,Depth,Longhurst_Short,Longhurst_Long,Plas_Domain,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV_name,Raw.Sequence.Counts,Temperature,Salinity,Oxygen,Silicate,NO2,NO3,NOx,NH3,PO4
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-II,RAD-B_X_Group-II_X,RAD-B_X_Group-II_X_sp.,GRUMP112745,132.741234200743,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,,,,GRUMP103624,235.984416356877,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ie,RAD-B_X_Group-Ie_X,RAD-B_X_Group-Ie_X_sp.,GRUMP100868,39.3307360594795,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_dominans,GRUMP101153,88.494156133829,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IVb,RAD-B_X_Group-IVb_X,RAD-B_X_Group-IVb_X_sp.,GRUMP104723,157.322944237918,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,GRUMP101216,49.1634200743494,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_I,Pelagostrobilidium,Pelagostrobilidium_neptuni,GRUMP119078,24.5817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,GRUMP103050,476.88517472119,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_sp.,GRUMP108866,14.7490260223048,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_I,Strobilidiidae_I_X,Strobilidiidae_I_X_sp.,GRUMP117809,196.653680297398,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IVe,RAD-B_X_Group-IVe_X,RAD-B_X_Group-IVe_X_sp.,GRUMP107292,98.3268401486989,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,GRUMP108843,117.992208178439,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XXX,Ctenophora_XXX_sp.,GRUMP105661,221.235390334572,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Lithelidae,Trilobatum,Trilobatum_aff_acuferum,GRUMP118223,68.8287881040892,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IV_X,RAD-B_X_Group-IV_XX,RAD-B_X_Group-IV_XX_sp.,GRUMP101152,319.562230483271,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,,,GRUMP120593,924.272297397769,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_C,Acantharea_C4,,,GRUMP117767,122.908550185874,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Lophophaenidae,Peromelissa,Peromelissa_tricuspidata,GRUMP121794,54.0797620817844,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,GRUMP104443,44.2470780669145,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-If,RAD-B_X_Group-If_X,RAD-B_X_Group-If_X_sp.,GRUMP100859,73.7451301115241,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,RAD-B_X_Group-Ic_X_sp.,GRUMP108096,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Stylodictyidae,Stylodictya,,GRUMP122077,19.6653680297398,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_C,Acantharea_C3,Litholophus,Litholophus_spB,GRUMP117744,58.9961040892193,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,,GRUMP118623,39.3307360594795,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,GRUMP119128,54.0797620817844,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xa,RAD-C_Xa_X,RAD-C_Xa_X_sp.,GRUMP117745,329.394914498141,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_B,Acantharea_B2,Phyllostaurus_B2,Phyllostaurus_B2_echinoides,GRUMP117723,29.4980520446097,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,GRUMP105271,245.817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_A,Strobilidiidae_A_X,Strobilidiidae_A_X_sp.,GRUMP119113,78.6614721189591,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Suctoria,Suctoria_X,Suctoria_XX,Suctoria_XX_sp.,GRUMP192632,24.5817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Opalinopsidae,Chromidina,Chromidina_sp.,GRUMP105016,44.2470780669145,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,GRUMP109824,122.908550185874,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ib,RAD-B_X_Group-Ib_X,RAD-B_X_Group-Ib_X_sp.,GRUMP104704,73.7451301115241,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,Taxopodida,Sticholonche,Sticholonche_sp.,GRUMP107126,24.5817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,GRUMP120129,88.494156133829,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Cercozoa,,,,,,GRUMP115303,103.243182156134,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,GRUMP114449,78.6614721189591,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,GRUMP118883,294.980520446097,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,RAD-C_Xb_X_sp.,GRUMP107478,44.2470780669145,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Excavata,Discoba,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.,GRUMP104437,68.8287881040892,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Excavata,Discoba,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.,GRUMP104707,39.3307360594795,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.,GRUMP117801,83.577814126394,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,RAD-C_Xb_X_sp.,GRUMP118672,78.6614721189591,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XXX,Ctenophora_XXX_sp.,GRUMP124777,167.155628252788,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Endomyxa_X,Endo4-lineage,Endo4-lineage_X,Endo4-lineage_X_sp.,GRUMP117738,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_H,Strombidiidae_H_X,Strombidiidae_H_X_sp.,GRUMP101544,63.9124460966543,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,Philasterida,,,GRUMP192843,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.,GRUMP106022,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,RAD-B_X_Group-Ic_X_sp.,GRUMP118206,29.4980520446097,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-III,RAD-B_X_Group-III_X,RAD-B_X_Group-III_X_sp.,GRUMP118936,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xa,RAD-C_Xa_X,RAD-C_Xa_X_sp.,GRUMP118186,39.3307360594795,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ib,RAD-B_X_Group-Ib_X,RAD-B_X_Group-Ib_X_sp.,GRUMP100866,14.7490260223048,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_1,PHYLL_4,PHYLL_4_X,PHYLL_4_X_sp.,GRUMP118190,452.303464684015,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,,,GRUMP121064,39.3307360594795,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Excavata,Discoba,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.,GRUMP118905,49.1634200743494,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_B,Acantharea_B1,Acanthochiasma,Acanthochiasma_sp.,GRUMP118651,403.140044609665,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Suctoria,Acinetidae_1,Paracineta,Paracineta_limbata,GRUMP192633,14.7490260223048,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,GRUMP101203,14.7490260223048,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-A,RAD-A_X,RAD-A_Xg,RAD-A_Xg_X,RAD-A_Xg_X_sp.,GRUMP119925,19.6653680297398,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Appendicularia,,,GRUMP127960,9.83268401486989,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_F,Acantharea_F3,,,GRUMP120653,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_P,Strombidiidae_P_X,Strombidiidae_P_X_sp.,GRUMP106890,29.4980520446097,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Excavata,Discoba,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.,GRUMP120143,39.3307360594795,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Ctenophora_XXX,Ctenophora_XXX_sp.,GRUMP120233,216.319048327138,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_B,Acantharea_B1,Acanthochiasma,Acanthochiasma_sp.,GRUMP117816,245.817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.,GRUMP105209,78.6614721189591,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_M,Strombidium_M,Strombidium_M_sp.,GRUMP101518,73.7451301115241,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_C,Acantharea_C1,Gigartacon_C1,Gigartacon_C1_muelleri,GRUMP119959,29.4980520446097,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Spirotrichea,,,,,GRUMP192765,19.6653680297398,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Rhizosphaeridae,Rhizosphaera,,GRUMP118226,44.2470780669145,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Litostomatea,Haptoria_6,Lacrymariidae,,,GRUMP120997,162.239286245353,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Foettingeriidae,Synophrya,Synophrya_sp.,GRUMP192845,68.8287881040892,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,Mesodinium_rubrum,GRUMP119932,93.4104981412639,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,NASSO_1_sp.,GRUMP119997,44.2470780669145,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,,,,,GRUMP192851,68.8287881040892,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,,GRUMP124202,44.2470780669145,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_2,Acantharea_2b,Acantharea_2b_X,Acantharea_2b_X_sp.,GRUMP120895,34.4143940520446,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_4,,,,GRUMP192789,19.6653680297398,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,,,,,GRUMP192857,29.4980520446097,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,RAD-B_X_Group-Ic_X_sp.,GRUMP192859,24.5817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
P16S-S104-N25,P16S,Station_104,-67.5,-150,223.33,APLR,Polar - Austral Polar Province,no_Eukaryota,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,GRUMP192861,24.5817100371747,1.44,34.71,182,94.85,0.02,32.55,32.57,,2.25
